denom,cases,primary,pm25,pmcoarse,hs_orless,poverty
1487,6,0,4.20769885909716,13.6459881714462,56.4,14.8
799,9,0,4.70301236739983,9.57540465111795,54.2,4
7784,65,0,4.42251989690897,13.7365481427622,51.8,14.3
1,0,0,5.53776416512513,7.86354873569714,NA,NA
532,4,1,5.50525255344669,8.14020671403694,37.9,12.7
94,0,0,4.92951101250636,8.89740375722067,41.4,0
299,5,0,NA,NA,NA,NA
249,3,0,3.32319693166847,6.37759753232127,72.7,48.2
1281,5,1,3.8974493981867,6.29516852717175,60.3,31.1
582,7,1,3.53835248814485,6.56211044427997,67,32.3
956,5,0,3.51470040132159,6.35335299696948,63.6,30.9
204,1,0,3.22490753791929,6.24999378624303,75.9,33.8
256,3,0,4.15410025822804,6.36773316404302,59.8,46.2
108,0,0,3.20739362251372,6.18005593664204,69.8,44.4
591,4,0,4.64315759583876,5.89039941732036,70.4,44.4
447,1,0,3.38967432622515,6.78632054246288,60.6,35.4
303,0,0,3.21549967833122,6.24629886135056,66.7,29.3
438,0,0,4.9894065995149,6.1398609486627,74.8,40.2
782,4,0,3.42467461407494,7.08124317858689,46.8,21.3
242,0,0,4.14415599819704,6.1268856908172,82.4,53.2
131,3,0,5.08811863358045,5.87986330825954,77.6,49.3
185,0,0,4.31594521244151,6.14271171623522,57.1,32.7
99,0,0,3.53462934227407,6.36595980371393,79.1,44.8
93,1,0,4.46393461034349,6.31740400972715,72.8,33
195,1,0,4.75618633700052,5.98969782918119,72.3,23.6
87,0,0,4.39041566848192,6.16209684134929,65,39.4
141,1,1,3.92229933197951,6.42977189868805,51.7,45.3
3833,7,1,12.8416203210537,18.5837758932843,82.5,27.5
3543,10,0,12.6363590366566,18.3886508630318,75.5,32.2
4272,6,0,13.008033161421,19.9901163097028,77.4,37.3
6076,14,1,12.4291007791357,17.3968438539218,48.2,19.8
3798,7,0,12.6778018449533,17.8883197274906,56.1,22.2
5003,7,0,12.9294312743506,18.7838288287517,73.3,31.2
3211,9,0,13.2440652718276,20.3561276674674,64.8,34.2
5660,35,2,12.0162482719269,16.3510430222029,40.6,19.9
295,1,0,NA,NA,NA,NA
909,3,1,12.4169436294264,17.2665346982574,28.7,18.3
5588,12,1,13.029495640956,19.094243666477,85.4,40.2
6073,19,0,12.8847357514014,19.0252439925494,62.2,33.7
1756,4,0,13.1955858234111,19.3763576867266,47.2,3.7
1478,0,0,13.2307950663664,19.4565009818277,53.9,9.8
1700,6,0,13.3935233811457,20.5121112694614,66.7,33.5
5854,38,1,12.4537795893787,17.991566853704,55.6,18.9
2028,5,0,13.1519480479469,19.6378985822754,69.3,46.1
5767,25,1,12.7428080679273,18.6236278294243,65.3,24.8
7712,37,1,12.4367235038067,17.4885028743312,47.5,17.2
2890,8,0,12.4421057881057,17.2617065303399,40.3,14.6
311,1,0,13.349779773938,20.2961206822724,48,7.2
7069,9,1,13.1144741601006,19.3719459110223,77.3,23
4213,9,0,13.1705273908304,19.5646862504172,82.7,31.1
5599,43,1,11.3233629881921,14.8823699940608,12.7,6.6
5498,27,1,11.9827946969048,16.990312813529,19,7.3
6797,25,1,12.572752917011,17.9974904372558,47.2,18.1
6719,29,0,11.3679953824371,14.7563937610408,28.8,16.3
3495,17,0,12.6614235691975,18.9096872686352,33.1,20.8
4532,10,0,12.7239145506809,18.6678685442154,54.9,19.7
63,0,0,NA,NA,NA,NA
4591,5,0,12.3771385534191,17.3563521924659,69.8,27.3
5810,7,0,12.0532391596636,15.7695450998738,62.5,14.7
4725,6,0,13.0522866261282,19.2644595286469,76,30.8
5030,24,0,12.411774734062,18.2571739064902,24,11.1
4480,44,1,12.0911259774159,16.5999946064629,18.6,7.5
3898,34,3,12.3013850539011,17.0880253446294,11.1,6.8
4425,20,1,13.0694583810516,19.8021057148356,78.7,36.3
2512,12,0,12.5853042615436,18.3692569347312,50.9,21.6
4168,11,0,12.2794381160813,17.5052880875701,31.8,10.8
1586,2,0,13.0078854893885,18.8160318869854,70.1,14.2
4257,6,0,11.4916598459136,15.0023698629072,32.3,8.9
6526,22,0,11.8864083959078,15.6815385885408,51.2,12.4
7379,25,2,12.2372963718476,17.0069948587016,43.6,17.3
8006,42,1,12.597110148219,18.4906042591216,68,30.7
5042,20,0,12.0979771287771,17.5639419586364,18.6,8.4
7306,69,2,11.6316742782961,15.7543054607684,17.3,8.7
7988,37,2,12.3634984451708,17.6409138864102,50,18.1
3609,34,0,12.1480356174554,16.765939979732,17.2,3
7126,43,0,10.3352312420307,12.3769901830087,10.1,3.8
87,1,0,NA,NA,NA,NA
104,0,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
24,0,0,NA,NA,NA,NA
69,2,0,NA,NA,NA,NA
97,0,0,NA,NA,NA,NA
2040,7,0,11.8597288678396,16.1556868089027,13.5,2.6
3933,15,0,12.8319111792176,18.2753056298561,67.4,32.8
272,1,0,12.9768942781104,18.781487843613,77,62.9
3021,8,0,12.6160815516742,18.8796200486827,70.9,32.3
58,0,0,NA,NA,NA,NA
2655,13,0,12.6264623986793,19.006899054224,69.8,25.6
3533,18,2,12.5911426142735,17.8582682316624,67.8,24.1
5720,12,1,12.7849794381648,18.2974415129676,76.4,21.8
4465,23,1,12.0405360051132,17.3630516641459,18.4,5.9
5846,9,0,12.0880619129817,16.7451098077548,49.8,14.4
7487,40,0,12.05372093595,17.1953342554212,26.3,8.2
1322,4,0,11.8579203886781,16.4551229282704,18.6,6.2
2672,14,0,11.3310911142668,14.8914586645144,11.8,3.3
3370,39,0,11.8278130572185,16.479543093793,16.8,9.3
27,0,0,NA,NA,NA,NA
126,0,0,12.9030909936125,19.3844446000026,NA,NA
47,0,0,NA,NA,NA,NA
246,0,0,11.3790838629458,15.3855068694454,58.4,NA
1,0,0,NA,NA,NA,NA
101,0,0,NA,NA,NA,NA
229,1,0,NA,NA,NA,NA
2003,13,1,10.4559797954803,12.7311645644932,9.8,1.6
366,3,0,NA,NA,NA,NA
22,0,0,12.8639332559887,18.7479023527885,NA,NA
93,1,0,NA,NA,NA,NA
65,0,0,NA,NA,NA,NA
52,0,0,NA,NA,NA,NA
2,0,0,NA,NA,NA,NA
273,0,0,NA,NA,NA,NA
55,0,0,NA,NA,NA,NA
11,0,0,12.8653225661492,18.9045747646814,20,100
3,0,0,12.2274214461401,17.2557648463375,NA,NA
30,0,0,NA,NA,NA,NA
99,0,0,NA,NA,NA,NA
334,0,0,11.8844933008822,16.7047644032808,5.4,0
6,0,0,11.0279901571232,14.3418292719548,NA,NA
1,0,0,NA,NA,NA,NA
6499,13,0,12.8266025801841,18.3032732063175,81.4,24.5
110,0,0,NA,NA,NA,NA
236,1,0,NA,NA,NA,NA
4789,50,1,10.7493825045388,13.3609241680562,19.8,4.8
1608,23,0,12.1160282981632,16.6920215960532,24.8,6.4
2317,18,0,12.0204842014955,16.6436328891149,12.6,4.5
287,0,0,NA,NA,NA,NA
5271,13,0,12.3622808145286,18.234070583689,63.2,19.7
3949,12,1,12.4956703486362,18.7365285960389,75.4,22.2
2899,3,0,12.3184053166292,17.5374894387476,69.5,21.2
118,0,0,NA,NA,NA,NA
252,0,0,NA,NA,NA,NA
5395,19,0,11.9970039791707,16.8612335307794,26,7.8
246,0,0,NA,NA,NA,NA
2353,6,0,12.1215114187974,17.1186348836501,24.5,2.5
112,0,0,NA,NA,NA,NA
3282,8,0,12.6325518814525,18.1015357964869,49,6.3
5106,16,2,12.5492285849303,17.914694642016,53.4,8.5
4314,6,0,12.7082350228629,18.8716390964539,55.4,11.5
1969,1,0,11.8528930842575,16.8683530552493,21.1,1.1
6383,14,1,12.4618112588181,18.7800992449004,50.3,17.6
2071,3,0,12.4949681833139,19.5530906775871,47.6,5.3
3893,9,0,12.2669793499851,17.6899866584788,44,11.3
8160,14,0,12.4071816713216,18.5769722697914,51.3,15
232,0,0,NA,NA,NA,NA
1978,2,0,11.5347102768693,16.5157341099284,6.9,0.5
6234,12,0,12.901517175636,18.5976049264877,79.6,25
3060,6,0,11.9958823111852,17.3528549284288,53.4,10.9
1,0,0,NA,NA,NA,NA
4582,10,0,12.6743547342939,18.9832380763991,77.8,19.7
1,0,0,9.49856165505831,10.6835576052236,0,NA
110,0,0,NA,NA,NA,NA
3005,18,1,8.77347916621702,9.49142119279722,14.2,2.9
5001,8,0,11.4857272349266,16.0825622045151,8.3,2.5
148,0,0,NA,NA,NA,NA
1890,3,0,13.027816777549,18.8323171033134,81.6,24.6
4844,12,2,9.73284083730021,10.850511994891,10.7,2.1
6665,22,2,10.232267510475,13.3259368122575,8.8,1.7
9820,42,1,10.2287456131278,13.5615644971311,12.6,3.5
5420,18,0,11.0719002941713,15.4043059730153,15.7,2.4
4463,9,0,12.0604073893924,17.9988686362123,17.6,3.6
7988,12,0,12.835902998827,19.0622248967541,74.9,19.2
791,1,0,9.28778923232989,9.95102859066731,13.8,7.6
2918,4,0,11.5719845468269,15.7770927624295,18,7.9
3619,16,0,11.4934535701359,15.5531180484769,10,4.9
1626,7,0,11.3053310440042,15.24172794151,9.5,2.2
164,0,0,NA,NA,NA,NA
309,0,0,NA,NA,NA,NA
54,0,0,NA,NA,NA,NA
3568,10,0,12.5613872978653,18.7589817357478,57.2,19.8
2687,10,0,12.3213546022371,17.517394192433,42.6,15.6
2526,3,0,12.3680987965082,18.0096857632845,61,24
1863,2,0,12.5217941943598,18.7956269857788,77.5,26.7
2909,9,0,12.2344950121049,17.4826789893901,26.8,7.8
52,0,0,NA,NA,NA,NA
77,0,0,NA,NA,NA,NA
131,0,0,NA,NA,NA,NA
84,1,0,NA,NA,NA,NA
87,0,0,NA,NA,NA,NA
1226,4,0,11.4950743210852,15.963370843036,18.4,1.4
2508,6,0,10.8041241126423,13.5396705937247,7,1.4
4213,25,1,11.2592404103042,14.8434473289365,11.5,4.1
2736,12,0,11.9244638367345,17.0963891020069,25.4,11.8
4160,7,0,11.3355544774654,14.9651980680642,13.8,8
338,0,0,NA,NA,NA,NA
2,0,0,NA,NA,NA,NA
111,3,0,NA,NA,NA,NA
74,0,0,NA,NA,NA,NA
2,0,0,NA,NA,NA,NA
4836,13,0,11.995821153419,17.9839473141188,40.8,12.5
2732,10,1,12.2107832611531,18.9428818815996,45.9,4.8
6591,14,0,11.6016611428179,16.614202249726,24.2,5.8
5260,8,0,12.1180004880038,18.2058290423656,33.7,3.7
6585,37,4,11.4288851054559,16.692519563525,23.1,5.3
23,1,0,NA,NA,NA,NA
42,0,0,NA,NA,NA,NA
333,0,0,NA,NA,NA,NA
238,1,0,NA,NA,NA,NA
4386,19,2,11.6035985506127,14.178436833125,40.7,6.4
2632,10,0,11.9432254375889,15.4005446971954,51.2,15.3
3341,13,0,12.0699745775063,15.9347573523696,31.6,1.9
4876,16,0,12.1484499245052,16.0322542158472,50.5,6.6
4379,7,0,12.1512139206547,16.0709998277298,55.3,9.5
4162,7,0,12.5400048370284,17.3097578434992,61.6,8.4
114,0,0,NA,NA,NA,NA
126,0,0,NA,NA,NA,NA
121,0,0,NA,NA,NA,NA
28,0,0,NA,NA,NA,NA
6441,17,2,12.3016208196852,17.7282647915028,40.2,5.5
3238,8,0,12.5106535239342,18.3088233988069,46,10.2
127,2,0,NA,NA,NA,NA
2736,4,0,12.174316852675,17.3737627736783,26.7,5.5
7176,15,0,11.8847108123936,16.806549844074,27.5,4.6
8579,16,0,11.772828193607,14.7476502597336,43.9,9.2
125,0,0,NA,NA,NA,NA
139,2,0,NA,NA,NA,NA
159,0,0,NA,NA,NA,NA
8003,9,0,12.1811895643638,16.59864320773,39.2,3.1
9904,11,0,12.493685963251,16.9823859559493,57.5,13
11904,18,0,12.5781626330913,18.2961098666457,54.7,9.4
196,0,0,NA,NA,NA,NA
47,0,0,NA,NA,NA,NA
8791,11,0,12.6588803873197,17.7740008218527,65.5,10.5
31,0,0,NA,NA,NA,NA
42,0,0,NA,NA,NA,NA
2628,4,0,12.6366476242909,18.0111624210114,61.1,3.2
3534,7,0,12.254443411300601,18.3251349170455,57.3,11.2
2238,2,0,12.3459830770309,17.9477073174172,47.5,8.9
119,0,0,NA,NA,NA,NA
9571,14,0,12.2503318961677,17.8434594534315,25.2,4.8
395,2,0,8.85546280801177,11.3571854206901,54.3,13.4
7571,24,0,12.4056239936096,18.0307425099925,52.1,10.7
251,0,0,NA,NA,NA,NA
3605,18,2,11.7889837575763,18.055842459242,46,9.9
87,1,1,NA,NA,NA,NA
4412,8,0,12.0526006095525,17.7236087105024,35.1,3.6
3967,14,1,11.9339733925769,17.0055871487865,33,2.7
153,2,0,NA,NA,NA,NA
2197,3,1,12.0934362587897,17.5910105011282,41.2,7.2
1320,3,0,12.086903830811,17.6981329966213,68.9,20.5
3100,23,0,11.5092604160512,17.1615970618917,39.7,7.3
3721,10,1,11.6095608607086,16.5940973721736,22.6,3.4
10,0,0,NA,NA,NA,NA
4187,13,1,12.6161702203474,18.8513116350533,72.3,19.5
7149,9,2,10.8919715705713,15.6132067827671,49.9,17.2
4430,7,0,10.9157444908831,15.8308865248514,28.3,4.4
253,0,0,NA,NA,NA,NA
100,1,0,NA,NA,NA,NA
9802,27,1,11.0377958560202,15.5389100574316,23,4
235,0,0,10.6668626791626,15.1027824879546,34.1,0
99,1,0,10.5022347104787,14.4997375176581,14.5,19
4440,10,0,11.8287234351103,18.369452738141,73.9,23.7
8595,22,0,12.1509281930094,18.7963134188903,44.9,5
5046,15,0,12.1883996710636,18.1088292607833,34.8,4.9
3,0,0,11.759976750403,16.9304203135216,NA,NA
271,0,0,NA,NA,NA,NA
182,1,0,NA,NA,NA,NA
1085,4,0,12.0063415480982,18.3839617810384,29.8,6.9
709,6,0,NA,NA,NA,NA
4080,31,1,10.9307554965032,15.5881638279939,32.5,15.7
5377,24,0,10.9360945583693,15.4369152709151,12.8,2.7
2769,10,0,11.8782752852614,18.0363699318231,42.4,20.3
7706,38,1,12.3643095198761,18.501525592107,58,19.9
3969,33,2,12.0319050189266,18.4973293593346,53.3,24.7
4632,33,0,11.9941758626309,17.8463668346171,27.8,5.4
6150,25,1,11.7754893929015,17.0172656743737,22.1,3.4
147,0,0,NA,NA,NA,NA
4500,26,0,12.2290390319529,19.0844312279288,55.1,15.8
4086,22,0,12.0544267775205,18.8555956863818,68.9,33.1
2089,8,0,11.5023905562527,16.8788051350949,18.4,7.6
6253,30,0,11.6278203448728,17.1165485403905,21,2.3
3,0,0,11.4312703944149,17.0335915979169,34.5,NA
1,0,0,11.4055702688502,17.4399401158661,NA,NA
32,0,0,NA,NA,NA,NA
94,0,0,NA,NA,NA,NA
5668,27,1,10.3898738364397,12.3712880504264,28.3,6.3
156,1,0,NA,NA,NA,NA
5163,18,0,11.6590521185027,14.8913112528664,25.1,5
5427,19,0,11.9531905917462,15.6603409970604,25.2,11.2
245,1,0,10.873629277679,12.9167057941756,23.1,3.5
124,1,0,NA,NA,NA,NA
4017,19,1,11.6515932966175,14.8358931557616,47.2,5.7
3308,16,2,10.1374895074277,12.4736035793724,9.5,1.6
170,2,0,NA,NA,NA,NA
5309,22,2,11.3632266872877,14.2623813271097,35.5,7.4
272,4,0,NA,NA,NA,NA
974,3,0,10.9415473491676,14.7439794293156,21.7,9.2
76,0,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
2046,5,0,10.7973781035155,13.0519905655332,13.1,3.8
123,0,0,NA,NA,NA,NA
3344,10,0,11.6990180324516,14.888466418199,11.7,4.4
248,3,0,NA,NA,NA,NA
3004,6,0,10.000372536693,12.828734523213,38.2,4.4
149,0,0,NA,NA,NA,NA
3485,9,0,9.0617520122867,11.3285091467619,39.4,13.4
79,0,0,NA,NA,NA,NA
156,0,0,10.7067099612026,13.7722256479281,77.2,0
177,0,0,NA,NA,NA,NA
88,0,0,NA,NA,NA,NA
2360,16,0,11.7780004693879,15.6480314123047,22,12.9
147,0,0,NA,NA,NA,NA
3524,18,0,10.9337551184835,13.6339896695464,49.1,9.8
4944,16,0,11.0774962448466,13.7815921596754,39.6,8.6
2917,12,0,11.3057652990212,14.323524211556,9.8,3
2816,16,0,11.5880254404377,15.0110150720937,22.7,8.5
5617,21,0,11.1367357265527,14.0114232097223,24.4,4.6
2536,12,0,11.4023442620652,14.0374992735834,9.7,2.4
493,0,0,NA,NA,NA,NA
3,0,0,NA,NA,NA,NA
117,2,0,NA,NA,NA,NA
67,0,0,NA,NA,NA,NA
78,0,0,NA,NA,NA,NA
105,0,0,NA,NA,NA,NA
96,0,0,NA,NA,NA,NA
3,0,0,NA,NA,NA,NA
3283,15,0,11.9151898121665,16.9609225974733,41.9,12.5
3920,13,0,11.5380059652371,15.5351400763512,30.4,8.4
1970,5,0,12.1615825979994,17.426576319821802,42.1,13.8
2072,14,0,12.2754019615821,17.3231033139438,43.9,16.1
5561,24,1,11.895934312709599,15.943701247788,43.2,19.9
5683,18,0,11.097943223899,14.2670514275303,32.8,8.6
2096,8,0,10.5816651545025,12.8651460690654,20,2.8
2791,14,1,10.4537964336811,12.8471827358114,19.6,4.4
300,3,0,NA,NA,NA,NA
17,0,0,12.0218600373224,16.3519930983858,28.8,0
4267,14,0,10.1773123536149,12.8554797693591,22.7,5.1
112,2,0,NA,NA,NA,NA
55,0,0,NA,NA,NA,NA
88,0,0,NA,NA,NA,NA
140,1,0,NA,NA,NA,NA
132,0,0,NA,NA,NA,NA
3204,7,0,9.13946811367763,9.92899018671749,16.4,4.1
3685,10,0,9.40026741893312,10.3423134900163,13.3,3.5
2061,5,1,10.7681993055736,14.150743892452,54.8,16.2
6139,8,0,10.0813121674409,12.3647787680998,42.5,13.2
51,0,0,NA,NA,NA,NA
5156,5,0,10.8263492636608,14.3864695552758,48.7,12.2
4345,8,0,9.87637401961873,11.712969016431,24.9,3.8
117,0,0,NA,NA,NA,NA
102,0,0,NA,NA,NA,NA
56,0,0,NA,NA,NA,NA
6216,19,1,9.77491866706765,12.2105635120189,30.1,3.4
162,0,0,NA,NA,NA,NA
5286,19,0,10.6327736021312,13.5635902242501,22.4,6.3
124,4,0,NA,NA,NA,NA
5848,20,0,9.33309794653833,10.8699061225799,22.4,4.7
4424,7,0,9.21760780658867,12.2322285781344,45.5,10.5
162,0,0,NA,NA,NA,NA
3923,10,0,10.8149132314675,14.675671262106,33.9,9.5
4468,13,0,10.8853444875353,14.8549861563808,29.2,10.2
5814,17,0,10.1903648038721,13.3174755301534,21.2,4.1
145,0,0,NA,NA,NA,NA
84,2,0,NA,NA,NA,NA
5,0,0,10.803538703939,14.6498850063077,16.5,100
8898,31,0,11.1393669422966,16.1113202461848,76.4,17
168,1,0,NA,NA,NA,NA
42,0,0,NA,NA,NA,NA
8505,20,1,10.9027245476385,14.4325899475765,49.2,12.8
164,2,0,NA,NA,NA,NA
3325,13,0,10.8892782079168,15.7098545857987,73.2,13.4
123,2,0,NA,NA,NA,NA
8947,38,1,9.73493612820137,12.7550378815829,57.2,9.9
5968,16,0,11.0821655526412,15.4372873690922,48.5,14.7
8262,53,0,10.1641549721931,13.7180087365138,35.5,5.8
2699,15,0,10.8956955403345,15.455397780469,51.5,5.7
98,1,0,NA,NA,NA,NA
3206,11,0,9.00750592346249,12.6161744900913,27,2.5
2928,14,0,9.01798422242717,12.7180318196324,41.7,4.7
4766,4,0,10.4700253292409,13.658609970509,62.4,15.7
169,0,0,NA,NA,NA,NA
2221,4,0,9.23647931761256,12.956380792602,18.8,1.9
4021,21,2,9.50253641986773,12.9146709918692,23.4,3.7
5190,28,0,10.3414392869434,12.8464287464589,26.8,8.1
566,3,0,NA,NA,NA,NA
95,0,0,NA,NA,NA,NA
292,0,0,NA,NA,NA,NA
7566,17,2,9.40180238203926,10.7557676192791,27.3,4.7
4644,14,0,8.89405115544352,9.68056138484123,14.1,5.6
5401,14,0,9.30255509156278,10.3778152997073,16.9,4.6
4,0,0,NA,NA,NA,NA
4938,14,0,10.1967964951395,12.581825287596,19.9,3.4
182,0,0,NA,NA,NA,NA
6990,8,0,10.4363460477778,13.2579507846581,19.1,4.2
1,0,0,10.3097557350253,13.0642470305659,NA,NA
105,0,0,NA,NA,NA,NA
125,0,0,NA,NA,NA,NA
1355,4,0,9.22627516077305,10.0814441275379,10.6,2.6
205,0,0,NA,NA,NA,NA
1392,3,0,9.15854348381039,11.3937393935304,18.8,4.2
1743,2,0,8.82812911059303,11.2164972614634,40,4.3
42,1,0,NA,NA,NA,NA
180,2,0,NA,NA,NA,NA
3207,8,1,8.87089129962616,12.0464923821906,33.5,7
1888,7,1,8.00494179930647,11.923531601222,25.2,1.7
256,0,0,NA,NA,NA,NA
53,0,0,NA,NA,NA,NA
116,0,0,NA,NA,NA,NA
89,0,0,NA,NA,NA,NA
82,0,0,NA,NA,NA,NA
4502,11,0,11.3070712767879,15.04992836173,44.6,16.8
5384,15,0,11.2727586981415,15.5438919184546,63.9,22.5
3603,19,0,10.9424732226467,14.3168968985971,14.4,4.2
45,0,0,NA,NA,NA,NA
4439,22,1,11.4070690065402,15.7773665650806,55.5,22.3
6207,21,0,11.1894514456846,15.438606504248,50.5,14.2
47,0,0,NA,NA,NA,NA
77,0,0,NA,NA,NA,NA
209,3,0,NA,NA,NA,NA
2200,12,0,11.343950378746401,15.3069371278665,44.2,13.9
102,0,0,NA,NA,NA,NA
322,0,0,NA,NA,NA,NA
153,0,0,NA,NA,NA,NA
4262,18,0,11.3076198860201,15.3313641277689,16.4,2.8
152,0,0,NA,NA,NA,NA
3460,18,0,10.5416423760531,13.2220286634204,13.8,2.2
1,0,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
2832,11,0,10.574867415406,13.1898042865977,29.9,7.5
1913,7,0,12.0809860342556,17.8602750079564,41.8,10.3
111,0,0,NA,NA,NA,NA
3659,13,0,10.9376706055635,14.4266050812627,33.8,6.3
4344,16,0,11.5671143105471,15.8415290032902,27.2,5
2958,12,0,11.6366027999829,15.9115586765824,28,3.5
75,0,0,NA,NA,NA,NA
42,3,0,NA,NA,NA,NA
228,1,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
3155,12,0,11.7471388633248,16.2849593298214,35.2,14.5
2001,1,0,11.7995614354629,16.7855546422886,20.4,5.1
71,0,0,NA,NA,NA,NA
3961,16,0,11.2974281489576,15.1595299882381,14.5,3
5256,18,0,11.4476002442445,15.9542724145396,59,17.1
5041,17,0,11.5486987047642,15.8753650804386,52.8,16
3838,15,0,11.6108205116211,15.9937977501497,24.5,6.1
1,0,0,11.427616688129,15.8214954185178,NA,NA
66,0,0,NA,NA,NA,NA
73,0,0,NA,NA,NA,NA
106,0,0,NA,NA,NA,NA
94,0,0,NA,NA,NA,NA
15,1,0,NA,NA,NA,NA
55,0,0,NA,NA,NA,NA
2,0,0,NA,NA,NA,NA
5241,7,0,12.4677390050571,15.6732581809919,30.6,3.8
5610,16,0,9.68421669652327,11.7700866792738,56.3,12.3
7405,13,0,12.426463542475,16.4891676420258,68.8,14.5
438,0,0,11.7302687426789,13.5957714513697,56,0
6225,16,0,11.3697212320287,12.7464022259777,25.7,3.6
7146,11,0,12.4484721567457,15.0582423694253,50.2,5.7
6360,9,0,11.6365577893869,13.8117445743917,18.5,4
1,0,0,NA,NA,NA,NA
129,0,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
4193,7,0,12.484315532743,16.313206819914,49.9,6.8
2287,7,0,12.5382006857301,16.3077204565191,39.6,8.9
3751,8,0,11.9483526715319,14.5154903920017,36.5,7.6
309,2,0,NA,NA,NA,NA
5732,11,0,13.1793621150447,16.8757613636498,35.2,5.2
3279,5,0,12.6528244972915,17.271257043726,70.2,19.5
5941,8,0,12.4872906944039,16.5923473978942,71.4,19.2
4114,11,0,12.3549650361737,16.3634568282095,76.4,18.7
216,2,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
2466,2,0,11.9882555279935,14.7478224522722,26,2.8
2133,6,0,11.4183917535357,13.574956640779,28.6,3.1
3928,3,0,11.9870340829766,15.3373261076398,40,4.1
4266,16,0,10.8946815718182,12.5158640271299,25.4,3.4
43,0,0,NA,NA,NA,NA
8713,9,1,12.3045401640922,15.4574205360758,70.1,9.8
9164,15,0,12.0206674501039,15.2972603466408,38.9,5.2
3724,8,0,12.5173838452272,16.5480117021719,68.5,10.3
237,1,0,NA,NA,NA,NA
6135,14,1,11.9988178737179,14.9800422747213,38.2,8.5
1,0,0,NA,NA,NA,NA
6398,10,0,11.0449030727483,12.701455486748,29.6,6
3147,2,0,13.0403935101534,16.0455684840962,53.5,6.1
7124,20,0,12.4135842042065,16.7262683069624,43.5,9.2
5105,9,0,12.3891631559044,16.6676940212772,50.9,12.2
1,0,0,NA,NA,NA,NA
84,0,0,9.56485211166749,10.8819701136988,22.4,0
4604,4,0,12.8832346995341,15.7290881274135,53.8,9.4
5632,17,0,12.5339941202405,15.1264893569443,57.1,12.2
3694,5,0,12.6664951516565,15.6789054838879,59.3,15.3
4022,13,0,13.2265882962507,17.0163457618032,61.4,16.5
6166,12,0,11.6728892956864,13.6194718253058,22.8,3.7
5628,10,0,12.3103109615879,14.6660387005868,62.9,16.2
4912,2,0,12.5759609444736,15.5974758381018,55.9,13.8
2681,1,0,12.1260951273868,14.7956823620825,62.8,17
668,1,0,NA,NA,NA,NA
9320,19,0,12.5699330489171,17.1532744700883,59.3,11.9
2,0,0,NA,NA,NA,NA
5611,12,0,11.4743233678302,13.4776585603414,29.6,4.2
3827,10,0,11.9529307247953,15.6404692455459,31.1,5.7
4995,14,1,12.4540831719697,16.761343068389,49.9,12.2
148,0,0,NA,NA,NA,NA
5423,9,0,12.3061153361378,16.3484485607525,36.1,6.6
4560,7,0,11.6832657835271,14.099326992583,19.8,3.4
306,1,0,NA,NA,NA,NA
6282,9,0,12.7286327734306,16.2001661034916,40.2,8.9
160,0,0,NA,NA,NA,NA
5746,9,0,11.8887751698661,14.0714703789451,24.5,3.9
5886,9,0,12.5619633317258,16.5406451465093,47,6.1
5145,9,0,12.1703934768896,15.2739220918135,37.5,5.5
3446,6,1,12.095450718147,14.7255015888164,36,6.9
1275,1,1,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
7752,26,0,12.2978880603741,16.2926711423181,40.1,12.4
518,2,0,NA,NA,NA,NA
5034,15,0,12.6643934021355,17.7891469943976,46.9,9
2182,3,0,8.28568451791282,11.8198355799149,35.7,4
3274,14,0,10.4953461945469,15.1088573618308,28.8,4.4
534,0,0,NA,NA,NA,NA
318,2,0,8.26018309586023,13.6017281800188,38,3.7
463,1,0,8.38078615306227,12.4759232500943,41.7,11.7
220,0,0,NA,NA,NA,NA
227,0,0,NA,NA,NA,NA
10407,23,1,11.1624726099436,16.5353847073487,39.6,10
11698,36,1,11.3500662298044,16.7106196275356,53.2,11.2
1023,2,0,NA,NA,NA,NA
2885,7,0,10.5658924579561,14.7582737644401,27.5,4.8
1005,1,0,9.71039026549218,12.9359435239918,20.4,2.9
1333,5,0,10.1890606772265,14.0688283793617,21.2,2
322,1,0,7.67843944182712,11.2700551090547,29,0
127,0,0,9.37909067712977,13.0306447398525,44.2,33.8
98,1,0,NA,NA,NA,NA
77,1,0,7.65757313353961,11.4505139539053,69.1,32.3
2862,10,0,11.3236564096962,15.8556205298023,48.1,14.7
251,2,0,NA,NA,NA,NA
162,0,0,8.38533084183305,16.0473817928627,24.4,0
1480,6,0,8.50750139253021,11.3424908550596,29.6,7
5345,22,0,10.312727654279,15.8999953755352,24.1,4.2
6025,25,2,10.5661463335375,16.4934000984288,27.5,10
102,1,0,NA,NA,NA,NA
268,0,0,NA,NA,NA,NA
3405,14,0,10.6926698433442,16.1186845308513,48.5,13.7
197,0,0,NA,NA,NA,NA
7,0,0,NA,NA,NA,NA
29,0,0,7.43783690055963,12.0603473566784,100,NA
7306,31,1,11.2245727478584,16.8546948373586,59.5,18.5
