denom,cases,primary,pm25,pmcoarse,hs_orless,poverty
259,1,0,NA,NA,NA,NA
329,0,0,7.74521045661635,11.6359778238815,27.9,0
201,0,0,8.76902965946021,12.1178400534774,69.9,36.8
149,0,0,NA,NA,NA,NA
7089,19,0,10.282823175688,15.1562602969259,41.7,9.8
1199,5,0,9.58972543731477,13.7641814536932,37.5,10.4
226,0,0,NA,NA,NA,NA
315,1,0,9.5248894265235,13.8024807863983,81.4,0
989,3,0,8.20136858689147,11.8968281152232,26.1,4.9
960,3,1,6.64398431327569,16.5735365634446,43.9,13.2
1392,9,0,9.30539954520594,14.322811094627,20,3.7
4599,19,0,9.4714255148145,15.1225349187952,27.5,9.7
5355,35,0,9.13816807267223,14.1565422394534,12.4,6.7
2083,7,0,9.27524774410714,14.609362057511,16,3.6
3738,8,0,9.48146956762905,15.2538405569397,15.7,6
153,1,0,NA,NA,NA,NA
3010,15,0,9.16825131005137,13.5335584408962,7.6,2
434,1,0,NA,NA,NA,NA
6153,28,0,9.29388176771409,13.6106941263564,36.4,6.4
7553,28,0,10.1759167040794,15.9437823525479,45.9,18.2
8874,23,0,8.99599032119255,13.5495064214483,47.3,12.8
297,1,0,NA,NA,NA,NA
327,3,0,NA,NA,NA,NA
6528,25,0,9.17140175336546,14.2042465520031,18.7,7
5031,6,0,8.39322323616428,13.3814399272414,48.5,18.1
7468,22,1,8.23198901678328,12.4767552009421,39.5,7.6
5824,12,0,7.88442953260606,12.0259880747591,48.6,9.6
8020,32,0,8.2981471814492,11.9375231522736,37.6,6.3
3175,10,0,8.63712342451234,13.3302787659534,32.6,7.6
231,0,0,NA,NA,NA,NA
351,1,0,NA,NA,NA,NA
821,7,0,7.14431272987174,12.2639369742283,35.6,1.7
8282,48,0,9.9621757484567,14.8124754820922,8.4,4.1
543,3,0,NA,NA,NA,NA
109,0,0,NA,NA,NA,NA
6056,13,2,8.58937363687882,12.8910949181715,39.4,5.3
326,2,0,NA,NA,NA,NA
131,0,0,NA,NA,NA,NA
246,0,0,NA,NA,NA,NA
230,0,0,NA,NA,NA,NA
4636,14,0,9.41590258645727,14.3301415516505,41.8,14.2
7,0,0,8.51211251950073,11.1915927603091,37.9,10.2
9365,34,2,9.24612437367228,14.3682867019794,34.2,4.8
7459,22,0,8.90065204189179,13.513116211704,38.5,7.1
2977,12,0,8.81913104348356,12.8501872826569,39.6,9.2
171,1,0,7.9534624731038,11.8471030289613,49.9,17.8
40,1,0,7.27294894301457,11.2797553653244,9.1,0
525,1,0,7.55234174022096,11.7423838396155,51.3,3.8
6134,19,0,8.64658809031902,13.0693462728815,23.9,2.8
4527,7,1,7.84812764112274,12.2101523538083,38.3,5.7
68,0,0,6.87698262117241,12.5487264548642,57.6,0
2500,12,0,8.72886258569908,12.8200987675931,9.3,3.9
130,0,0,NA,NA,NA,NA
4500,11,0,8.81241403689247,14.1363739299515,46,10.9
257,2,0,7.16368159110483,11.4358353632758,35.6,10
6866,24,1,9.49409458317148,14.3215949621634,36.6,5.9
243,0,0,NA,NA,NA,NA
212,1,0,NA,NA,NA,NA
2371,12,0,9.24336740694742,13.9777610656172,18.5,4.6
7064,18,0,9.07869595611851,14.4775120943864,28.5,5.4
267,0,0,NA,NA,NA,NA
3410,10,0,9.35359066649839,15.1813901846399,30.8,8.1
2903,3,0,7.61483917562732,11.3814759950755,37.2,5.5
2864,11,0,9.40760133960765,15.3360349862628,59.2,12.1
5988,6,0,8.66046626893539,13.2403812443837,47.6,11.3
506,0,0,NA,NA,NA,NA
444,1,0,7.05401462473208,12.1316018059389,42.9,16.4
568,0,0,NA,NA,NA,NA
288,3,0,8.81337656871606,12.9183423255333,7.2,3.6
2,0,0,NA,NA,NA,NA
4,0,0,NA,NA,NA,NA
5000,33,3,10.930149973439,16.5363231297063,21.6,8.1
3663,8,0,11.1477133202227,17.3136374686396,55.7,23.9
5534,28,2,10.8880896773342,16.6749607019997,15.3,3.2
4300,14,0,11.0531519247078,17.1352627458104,32.6,16.9
5930,27,0,10.9906178098552,16.9308215012711,63.1,24.6
3533,9,0,10.4760355973087,14.8358392868328,18.6,3.8
3027,3,0,10.6571238325801,15.3632246771812,17.8,6.3
1335,10,0,10.9130133936583,17.4458291710909,11,3.9
4641,16,0,10.2773090597336,14.957439792548,14.3,5
4028,16,0,10.8519213635613,16.7171650856936,23.3,6.3
6485,10,0,10.6715469404383,17.0410366812649,35.8,12
1343,6,0,NA,NA,NA,NA
3959,22,2,11.2152530128264,17.0346785559389,72,35
8661,40,1,10.7235906101032,15.6376854366378,51.5,15.3
5762,20,0,10.7383741869446,16.5935283314245,40.3,15.1
3239,10,0,10.8941274486226,17.0436327368779,24.6,11.7
8214,31,0,10.4534334089418,16.238232946134,28.7,5.8
3417,19,1,10.7005203290686,15.1871752319956,14.3,4.5
4829,5,0,9.76353144868383,14.3037650003018,21.3,3.5
5813,20,0,10.3088554573951,15.6425106096938,19.7,3.8
313,0,0,9.69579421419399,14.8582529706437,7.5,1.6
5629,41,0,9.77178510716056,14.5792682979539,8.6,5.5
4648,10,0,10.5845330783236,16.6025542820105,29.5,6.8
2868,9,0,9.83080781206542,14.5319986373306,16.4,3.9
7533,22,0,9.74324580117764,15.0232701765304,29,6.2
2816,4,0,8.64577386097666,12.7382433490053,14,3
9380,29,0,8.98617751684639,14.1092821300896,17.5,1.9
4702,22,0,9.20280035480072,14.3502181011053,16.3,3.9
3078,9,0,9.1991641835612,13.6313497148034,8.1,5.8
3071,4,0,9.116121639584,13.2288630292139,9.2,2.4
2,0,0,10.3733874801296,14.5883352601515,NA,NA
1,0,0,NA,NA,NA,NA
6,0,0,10.7921266474182,16.2729380171662,NA,NA
8,0,0,NA,NA,NA,NA
53,0,0,NA,NA,NA,NA
680,2,0,NA,NA,NA,NA
4107,10,0,10.9363162168164,16.195963737048,42.2,9.1
8,0,0,10.8358760998646,16.1072098602111,59.7,NA
89,0,0,NA,NA,NA,NA
1228,1,0,NA,NA,NA,NA
8,4,0,8.7507434935892,12.8581911400754,16,0
1,0,0,10.5884053825845,15.1498461540346,3.8,NA
54,0,0,NA,NA,NA,NA
228,0,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
215,0,0,NA,NA,NA,NA
9820,28,0,11.4506185305504,16.810807972016,54.6,10.6
2,0,0,10.4575917929299,14.5173680936412,35.1,NA
2,0,0,NA,NA,NA,NA
225,1,0,NA,NA,NA,NA
91,0,0,NA,NA,NA,NA
5,0,0,NA,NA,NA,NA
61,0,0,NA,NA,NA,NA
263,4,0,NA,NA,NA,NA
119,1,0,NA,NA,NA,NA
123,0,0,NA,NA,NA,NA
189,2,0,NA,NA,NA,NA
117,1,0,NA,NA,NA,NA
119,1,0,NA,NA,NA,NA
260,6,0,NA,NA,NA,NA
170,0,0,NA,NA,NA,NA
274,1,0,NA,NA,NA,NA
100,0,0,NA,NA,NA,NA
5073,11,0,11.7756564615715,17.6752649511315,69.3,25.1
285,0,0,NA,NA,NA,NA
130,0,0,NA,NA,NA,NA
142,0,0,NA,NA,NA,NA
151,1,0,NA,NA,NA,NA
468,3,0,NA,NA,NA,NA
4,0,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
4,0,0,NA,NA,NA,NA
59,0,0,NA,NA,NA,NA
34,0,0,NA,NA,NA,NA
164,0,0,NA,NA,NA,NA
68,0,0,NA,NA,NA,NA
155,1,0,NA,NA,NA,NA
170,0,0,NA,NA,NA,NA
247,0,0,NA,NA,NA,NA
6920,16,0,6.32905984567276,19.5711863145419,60.8,20
674,1,0,NA,NA,NA,NA
3858,25,1,6.47445236766159,18.2044170667628,30.7,4.8
1882,15,0,6.76268293813784,17.7192069723095,11.2,2.4
9802,51,0,6.86153545127884,18.5838659288639,25,4.2
8626,32,1,8.23974064963852,13.0777504938915,55.9,13.8
115,1,0,7.3075040875801,29.0495316605611,NA,NA
6536,19,0,9.34455646350668,13.3061361978268,41.2,6.6
1893,7,0,4.94766193337068,20.2377167233537,65.1,13
583,0,0,NA,NA,NA,NA
3298,17,0,6.60379319340648,24.2473848641792,62.2,21.9
364,0,0,7.98917993185801,13.5100161682004,69.4,22.9
6678,19,1,8.48992511480536,27.8648496339671,61.4,23.8
867,4,0,NA,NA,NA,NA
488,2,0,6.09267667991926,21.6610528695257,74.1,12.7
7222,20,0,7.31744236387303,17.5789479580862,55.1,15.2
382,0,0,NA,NA,NA,NA
2538,2,0,6.18402523277387,17.9660749109196,78.9,23.1
66,0,0,4.96377662493256,18.7616390878689,57.5,0
4357,10,0,7.00925743594205,14.7579965429997,58.1,19.6
1985,6,0,6.22477144713048,15.1146890794948,51.2,6.8
560,2,0,4.63526298920722,17.3137760414448,57.4,9.4
5894,21,0,7.8501890526114,25.0063726277489,52.5,22.3
625,0,0,NA,NA,NA,NA
398,3,0,NA,NA,NA,NA
172,0,0,NA,NA,NA,NA
802,0,0,7.96229957543278,26.2060045319579,61,15.8
1222,2,0,6.9892652100424,25.1776219002941,56.2,18.7
1478,2,1,7.24914676253407,22.0049376561699,49.3,14.2
1974,7,0,5.74062026407985,14.2496568569427,37.1,14.5
6552,20,0,6.55024818782246,17.9122623812475,30,3.8
800,0,0,5.75346035674451,17.1438408136783,86,40.1
374,1,0,NA,NA,NA,NA
679,2,0,6.82283623082936,13.0252564226205,44.6,11.6
659,3,0,5.91454473687542,23.0573455692869,76.8,43.5
182,0,0,7.0512999652431,14.5899371747166,77.5,35.8
112,1,0,7.7967540110958,19.5317472864885,53.8,5.3
8630,44,0,6.85937989914787,16.858734210961,30.3,6.1
538,1,0,NA,NA,NA,NA
5362,6,0,7.41592159412153,15.9052366506381,36.9,10.3
1193,4,0,NA,NA,NA,NA
5990,16,0,6.86995530699955,14.5575579085107,31.1,6.8
107,0,0,5.60380979870383,23.4827545956222,67.4,0
26,0,0,4.56625270836298,16.1481516374799,100,0
180,0,0,6.32335822560954,12.1400989238598,78.1,14.4
6225,33,0,7.01304666409543,16.8935117013151,25.4,5.9
258,0,0,7.56397016597776,23.0971576230421,65.8,17.8
1474,2,0,6.02692752681419,17.1180408169632,81.2,30.1
322,3,0,6.05876097974924,18.6238956032121,55.8,37.4
1642,3,0,6.46781654639851,15.7487547649044,53.6,5
2379,7,0,4.69654502304051,16.4093834421997,44.4,10.8
2,0,0,5.90879521374067,20.1439996590479,44,21.7
7,0,0,4.49562746733023,17.4304278475378,NA,NA
407,4,0,6.56813409723409,22.7959092853989,74.6,24
126,0,0,7.25909141623577,13.1086076453255,58.4,6.8
709,0,0,7.00882733885336,28.3629163795718,71.1,29.8
4866,5,0,6.02510053481619,13.5693403072861,43.4,10.9
727,0,0,5.98645989839159,12.3638383404336,54.7,25.7
731,7,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
2201,12,0,6.73873394499549,12.7712416178808,62.3,25.8
6,0,0,4.30069450547975,15.0267390992164,100,NA
107,0,0,7.69487183206134,12.0389532342128,18.6,0
6862,27,0,7.00814381732266,13.191256582025,44,11.7
7358,27,1,8.13178506660158,12.6155958534631,44.8,16.3
44,0,0,3.92920196964227,11.7226190078934,83.5,9.9
38,0,0,4.9115330451961,16.0574982197375,22.8,7.1
4118,38,3,4.8836787613695,11.9809770379411,52.3,17.1
460,5,0,NA,NA,NA,NA
1702,1,0,12.2737708113697,15.4405353961799,37,2.7
1609,1,0,7.76244847034064,13.6652404327333,47.5,8.9
1702,1,0,8.32245932336891,13.4976044142438,43.4,21.9
2627,1,0,12.8395423993377,16.02452688588,66.5,19
792,0,0,NA,NA,NA,NA
89,1,0,NA,NA,NA,NA
2278,2,0,9.50629921403406,12.5526754133262,43.9,7.2
228,1,0,8.87366543228069,11.1847417705155,28.2,0
117,0,0,9.56809491421917,11.4283613872422,46.1,0
6,0,0,NA,NA,NA,NA
5142,4,0,11.6682003156185,14.1544173262406,56.5,18.3
1663,1,0,9.49042570258794,11.2987956971928,40.4,16.2
1,0,0,NA,NA,NA,NA
133,0,0,5.24706120729202,12.8517401649043,56.5,39.6
37,0,0,4.67538008540966,9.64500464485159,25.1,20.7
1288,1,0,NA,NA,NA,NA
40,0,0,NA,NA,NA,NA
13,0,0,3.89838996258072,13.0563044762251,100,NA
167,0,0,8.27575246495904,13.1315715605488,32.5,0
399,0,0,NA,NA,NA,NA
7158,5,0,13.2631966324058,16.9919044429196,70.7,19.7
5553,3,0,12.0027531230325,14.879550579079,42.3,6.8
2123,2,0,13.3449484609585,16.9397398512608,55.4,7.2
2,0,0,4.40158654425355,12.1228674173073,NA,NA
124,1,0,8.32708586874819,11.9418748896928,10,0
754,2,0,NA,NA,NA,NA
78,0,0,8.62511656873083,11.4560497504891,20.2,0
1504,6,0,6.09744165347201,12.6187904326795,31.8,11.7
1594,1,0,8.73977901556339,12.7304025454585,46.4,11.1
9408,16,1,8.91610929331651,12.6834459111092,57.2,16
6617,20,0,10.6855002202581,13.9514732603223,46,10.4
274,1,1,5.11442926580304,12.0388194519814,50,32.9
4,0,0,NA,NA,NA,NA
828,0,0,9.1810493659526191,11.5920188729069,27.7,8.6
3196,3,0,11.8840304033051,15.1506171522226,27.9,8.1
1271,3,0,6.93104656323154,12.6375992672241,58.1,15.6
9,0,0,NA,NA,NA,NA
168,0,0,9.70866351775849,10.9581656787486,16.3,0
976,2,0,9.58517950288122,13.0386915283323,44.5,7.7
1247,6,0,4.16856141238569,13.981153989479,55.8,24.2
7,0,0,3.76920801164581,12.1961152803838,13.8,33.3
477,0,0,4.93789318627839,12.6852424023388,50.7,19.4
1,0,0,NA,NA,NA,NA
164,1,0,6.94588760018217,13.7139371871315,69.6,17.5
554,5,1,NA,NA,NA,NA
1083,0,0,8.08083810252443,11.4908309160785,57.7,13.7
845,0,0,8.04097850821237,11.2224786520712,53.6,12.4
5708,15,1,10.6756621965562,13.4740363383509,22.6,5
4905,9,0,11.2533207045827,15.0509983563508,37.6,10.1
219,0,0,NA,NA,NA,NA
7098,15,0,12.7274454605916,16.3160280295452,66.9,17.1
2400,6,0,11.8182825285485,14.6017556105207,54.8,6.8
79,0,0,9.52974020671487,11.8250641109662,61.4,28.6
788,3,0,9.18947072087187,11.8178337675716,26.4,5.1
12,0,0,4.07715327342685,9.78476785835346,77,0
86,0,0,9.35728048194344,11.348455662318,54,0
405,0,0,7.90230578849198,13.2742110093863,35.3,11.6
62,0,0,3.91898151477504,10.0062157866075,59.6,16.7
263,0,0,9.47396261435606,11.6129576458383,47.6,11.6
5294,11,0,8.42118193002988,13.8998979771718,46.2,12.2
725,2,0,NA,NA,NA,NA
2374,6,0,7.89055232040733,14.6339118363903,55.2,18.8
6081,22,0,8.52729190122781,15.1712921325573,52.4,20.9
805,0,0,8.63758170354106,10.9035182805236,28.5,1.1
277,1,0,5.06177488931395,12.5256102266377,47.4,16.6
8231,19,0,9.14900943066566,12.6636306901392,37.4,7.8
272,1,0,12.587002437028,17.03923164111,74.2,41.6
279,0,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
6269,14,0,10.4253769446085,13.0421912274564,60.8,25.7
2589,1,0,11.9376702562586,15.8198464682372,61.5,25.5
236,0,0,NA,NA,NA,NA
4114,5,0,10.7038125357188,13.0890224024656,52.3,11.1
1291,1,0,12.087795300828,15.8397018476571,59.2,24.8
3836,9,0,12.2111501488651,15.9509600089293,72.8,33.7
2855,9,0,12.5209532164018,16.8304634047083,74.2,26.7
1040,0,0,NA,NA,NA,NA
231,0,0,NA,NA,NA,NA
2,0,0,NA,NA,NA,NA
273,0,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
217,0,0,NA,NA,NA,NA
142,0,0,NA,NA,NA,NA
2043,1,0,12.7172467731648,15.7016102077605,53.6,15
743,2,0,NA,NA,NA,NA
7884,7,0,11.859629147227,14.1473978392847,53.7,11
6878,4,0,11.91144336926,14.0458748025594,48.8,9.9
4364,8,0,12.4082898304792,14.8198133078897,51.7,9.9
6526,11,0,12.1564770000233,14.5415678216183,27.5,6.7
4310,6,0,12.1862886147514,15.1631515820438,46.5,16.8
2561,3,0,11.4442199846989,13.5953112230978,30.5,6
6587,10,0,12.5929117751368,14.7796625508414,64.3,13.1
230,0,0,NA,NA,NA,NA
104,0,0,NA,NA,NA,NA
90,0,0,NA,NA,NA,NA
183,0,0,NA,NA,NA,NA
333,0,0,NA,NA,NA,NA
577,2,0,11.003486401273,13.3062703932859,27.6,14.4
161,0,0,NA,NA,NA,NA
4025,6,0,9.54556620327318,11.8615728630355,57.6,14
232,0,0,NA,NA,NA,NA
1246,1,0,9.86551266089151,12.3414246000423,37.3,4.4
791,3,0,7.47319419694022,11.7392729266254,46.3,4.4
983,3,0,6.95234596185874,12.5102214162569,58.2,10.7
7702,21,0,8.92019094747941,13.7971111633181,58.3,23.2
7756,31,1,7.9044930399752,12.125109610863399,48.1,11.7
11119,22,0,9.149863252423,13.5151768016212,47.4,11.1
453,0,0,NA,NA,NA,NA
1247,1,0,9.41926218109655,12.70793041898,66.4,14
932,1,0,7.52263509682395,12.8371543369959,36.2,4.6
2101,2,0,11.1073618623534,14.0491407079156,58.1,15.1
438,0,0,NA,NA,NA,NA
5240,17,0,11.5819138145419,14.6200835407485,61.5,22.3
46,0,0,NA,NA,NA,NA
2984,7,0,9.76211591337094,12.3953384476584,40.1,9.3
204,0,0,NA,NA,NA,NA
4556,4,0,11.2494968009272,13.1642891360356,46.2,12.3
292,0,0,6.8737297416698,12.952879556968,39.9,13.6
7514,28,1,9.0285498913483,11.8960061789207,29.1,4.2
5491,17,0,9.19858445757647,13.4825745011198,37.1,4.7
241,0,0,NA,NA,NA,NA
1135,3,0,9.53203884758502,12.7092267894718,53.4,8.2
4622,9,2,10.3544558563752,12.7081534549829,67,22.7
2884,8,1,10.4402188881802,13.4761977873852,62.7,19.5
500,0,0,NA,NA,NA,NA
344,2,0,NA,NA,NA,NA
1335,3,0,9.20442212801769,13.2296315183216,47,13.1
4343,11,0,8.64496226512467,13.3616776839969,57.7,16.2
4675,14,0,9.54412129789846,13.3557538722797,38,3.8
2249,8,0,9.77723213992447,12.9469996108942,48.7,9.5
9350,30,0,10.1897385615743,14.3360845013863,48.6,5.9
2331,4,1,9.91003765568127,12.9332055983072,40.5,6.9
397,1,0,NA,NA,NA,NA
544,5,2,8.46784623764823,11.3452052021223,41.4,11
3830,15,0,8.82184924961922,13.2459172942472,32.4,8
6089,15,2,8.32926994234508,12.3762160187045,28.4,6.3
355,2,0,NA,NA,NA,NA
3815,7,1,9.33984550890059,12.2988690620645,42.3,7.7
1786,3,0,8.88216749885289,12.710702903441,33.3,5.7
1250,3,0,10.6502812407427,13.6289209058962,10.8,2.6
2168,8,2,9.8617560567657,12.9486579484039,8,6.5
3753,13,0,11.1961326669846,16.0263253090247,18.9,5.8
91,0,0,NA,NA,NA,NA
1749,4,1,11.5087239753749,16.9473330081158,14.6,5.9
180,0,0,NA,NA,NA,NA
181,1,0,NA,NA,NA,NA
551,2,0,10.0664355741033,12.3766269795612,12,1.9
3135,4,0,10.5540370085339,14.4741644593312,11.5,7.4
2254,4,0,11.49734961797,17.3426980064107,12.4,4.4
206,0,0,NA,NA,NA,NA
77,0,0,NA,NA,NA,NA
254,3,0,10.4811718732852,14.5333566046933,5.9,7
1144,7,0,10.3854498618644,13.9425815295359,16.3,2.2
156,2,1,NA,NA,NA,NA
3688,6,0,10.935095890389,14.729650034925,13.5,4.7
122,0,0,NA,NA,NA,NA
1187,11,0,9.84435803057977,14.328768957221,31.2,9.5
3367,7,0,10.4090016879515,15.1001071105217,10.6,5.2
6254,19,2,11.4317680196756,17.107370319904,27.7,6.3
5300,19,0,10.9480282524644,15.852504266821,36.2,12.7
189,4,1,NA,NA,NA,NA
5075,26,1,9.96908391599296,14.6034439459793,19.4,3.9
7169,32,0,10.4926144542753,14.1777876676407,27.9,4.4
12523,56,1,10.2436766567594,14.1752070868717,27,3
10361,20,0,10.9083277946325,15.6546511846715,22.2,2.9
7546,16,1,11.522366267965,17.0451146061377,31.2,6.8
6521,15,3,10.8417232712304,15.7253636133062,21.1,5.3
6031,18,0,10.859128919511,15.1121485246161,20.4,3.8
12,0,0,NA,NA,NA,NA
4682,23,2,9.47693900260421,12.5963646548266,10.1,3.6
372,5,0,NA,NA,NA,NA
4669,27,0,10.2918186940076,14.5289634144218,28.3,4.7
275,1,0,NA,NA,NA,NA
1219,4,0,11.8479175340682,17.8857947357494,53.2,13.5
3180,12,0,10.0530088463092,14.0248349953681,16.7,2.3
1187,3,0,9.80072826925205,13.1192189166787,13,4.5
427,0,0,NA,NA,NA,NA
337,0,0,NA,NA,NA,NA
6869,14,1,10.4466712982535,14.5676843229789,10.9,3.9
806,1,1,10.0853189064143,13.709885432756,10.1,1.6
970,1,0,10.4575551241781,14.8596068832115,7.1,0
3177,8,0,10.790087694089,15.9924580410274,15.8,6.1
5525,26,1,9.59240756197991,13.7419682464339,21.3,5.1
3579,12,0,9.29424461245281,12.5026370053921,14.9,5.5
278,3,0,NA,NA,NA,NA
5696,31,1,9.2300756607641,12.1268049870011,35.5,8.7
212,0,0,9.93862007779233,11.1349439213045,26.3,1.6
8986,54,0,9.71892070337834,13.4603051477997,16,3.5
68,0,0,9.56664660186933,11.1611562242736,7.6,0
2413,8,0,9.68864580768613,11.9550697043999,13.8,1.7
14180,29,0,11.759036213645,17.2939723640109,50.5,11.7
128,0,0,NA,NA,NA,NA
119,0,0,NA,NA,NA,NA
2990,13,1,10.2944241577568,14.1569761419299,18.9,3.4
195,2,0,NA,NA,NA,NA
6900,37,2,10.4277780800854,14.7076979742061,23.7,2.5
7765,37,0,10.2668513726066,14.2647596957593,19.4,2.4
171,1,0,NA,NA,NA,NA
1012,4,0,9.54479211973774,12.8105320560438,10.5,2.3
7,1,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
2952,9,1,12.0640411671421,17.7684455515082,78,24
493,0,0,NA,NA,NA,NA
5376,10,0,11.8394977590329,17.011786224919,75.4,17.4
6991,11,0,11.6571985976352,16.8522529467143,65.9,15.4
6616,18,0,11.5082022574847,15.7815575597955,33,6.7
3492,11,0,12.0031144048482,17.4414776207162,59.3,16.1
4185,7,0,11.7212712805028,17.1418870131959,70.3,12.2
10597,24,2,11.3907692800539,16.6139046509399,28.9,4.5
1,0,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
775,2,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
173,0,0,NA,NA,NA,NA
32,0,0,NA,NA,NA,NA
5943,26,0,11.7559625491944,16.8817941393756,40.3,8.2
277,0,0,NA,NA,NA,NA
1779,3,0,11.2704566247386,15.2711796928056,14,5.1
131,0,0,NA,NA,NA,NA
6258,24,0,12.3520039080263,17.7195667470783,58.3,13.3
3790,6,0,12.2730068560965,17.8022575336709,57.8,16.5
245,1,0,NA,NA,NA,NA
9265,22,1,12.175217303761,17.5484706564024,53.1,14
5017,8,0,12.4872102483181,17.963685010449,67.7,17.6
4265,12,0,12.5037939322398,17.8911309405228,47.9,7.1
5951,18,1,11.530411012029,14.3478450276447,25.4,2.8
1984,6,0,11.3017218355863,13.6223968096741,17.2,2.1
71,0,0,NA,NA,NA,NA
40,0,0,NA,NA,NA,NA
189,0,0,NA,NA,NA,NA
140,1,0,NA,NA,NA,NA
124,0,0,NA,NA,NA,NA
62,1,0,NA,NA,NA,NA
158,0,0,NA,NA,NA,NA
5048,9,0,11.9650245431103,15.3691084183536,27,3.9
205,3,0,NA,NA,NA,NA
376,3,0,11.0738868326599,12.5783040501754,18.8,0.8
21,0,0,NA,NA,NA,NA
3587,22,0,12.2763251028199,16.60588630063,29.8,9.4
2519,6,0,12.3484677919576,17.0398022797993,44.9,12.3
5907,18,0,11.9253815296617,15.7437524046254,32.4,9.6
180,0,0,NA,NA,NA,NA
4759,20,1,12.0254693196726,15.6622682962921,19.5,4.1
90,0,0,NA,NA,NA,NA
65,0,0,NA,NA,NA,NA
109,0,0,NA,NA,NA,NA
6121,10,0,11.9280745411474,16.8685796136184,51.8,9.8
4325,6,0,11.9142452008794,17.1024968845855,52.3,11.3
306,1,0,NA,NA,NA,NA
4941,13,2,12.1643607289127,18.3726051718971,61.7,17
2796,7,0,12.0719389313285,18.3588190040168,55.3,16.3
2959,10,0,11.8368032590179,17.5722228484254,27.6,2.5
84,0,0,NA,NA,NA,NA
116,0,0,NA,NA,NA,NA
76,0,0,NA,NA,NA,NA
65,0,0,NA,NA,NA,NA
3130,4,0,12.1783383723307,14.3500623464855,47.5,6
1506,12,0,11.5523152408763,14.7692313293706,17,2.4
1,0,0,NA,NA,NA,NA
265,0,0,NA,NA,NA,NA
1,0,0,NA,NA,NA,NA
2446,12,3,12.2728296779044,17.0287583592962,35.3,6.6
1895,4,0,12.0775648597231,17.0640554170055,35.7,6.4
5349,21,0,11.7870694764633,15.5129842918948,36.3,6.9
2443,3,0,12.4408287613616,18.707607535811,47.7,4.8
5057,6,0,11.2020114260456,14.0578004763678,32.3,8.1
7161,14,0,12.2308199253976,16.1603170587373,33.2,7.9
130,0,0,NA,NA,NA,NA
141,0,0,NA,NA,NA,NA
402,1,0,NA,NA,NA,NA
4180,7,0,12.4676721876333,15.9308438145433,46,10.1
3473,11,0,11.937911323545,13.9594755546884,37.3,3.7
2663,4,0,11.2316016048825,13.5313594405267,34.3,2.5
5672,15,0,11.1580387033456,13.1764229558165,43.5,8.3
3059,2,0,10.3268758985857,12.3536511027576,30.6,1.9
135,2,0,NA,NA,NA,NA
6803,19,1,11.5958445596601,14.0657526463122,19.7,2.4
2211,5,0,11.2845542198046,13.2799659025393,14.7,0.7
4264,4,0,7.67653911628246,9.18024535470626,37.8,13
412,0,0,NA,NA,NA,NA
8368,33,0,9.19685891339039,11.2006145525271,30,6.3
4590,16,3,9.36054154637716,11.4415368979312,31.3,4.2
117,0,0,NA,NA,NA,NA
526,1,0,NA,NA,NA,NA
161,2,0,NA,NA,NA,NA
21,0,0,NA,NA,NA,NA
7737,17,1,9.42935850564817,11.6340834800882,28.4,5.4
420,3,0,NA,NA,NA,NA
6410,17,0,8.98756893234173,10.0963303333457,21.1,1.9
2599,8,0,8.46031186561131,9.70593347876592,33.8,6.7
236,1,0,NA,NA,NA,NA
2027,0,0,8.97681225007075,10.1707196673734,52.7,9.6
210,0,0,NA,NA,NA,NA
106,0,0,NA,NA,NA,NA
3300,8,0,9.24178553137554,10.712871540815,30.6,2.9
979,2,0,8.85505245695319,10.1190281785833,32.9,5.8
3889,8,1,8.84978324551418,9.25671492641457,29.4,4.9
377,0,0,NA,NA,NA,NA
5467,14,1,9.61148563930724,12.4235675554336,59.8,14.7
538,7,0,NA,NA,NA,NA
296,0,0,NA,NA,NA,NA
7545,31,2,9.25518562562058,11.4475607105218,68.6,14.9
220,2,0,NA,NA,NA,NA
4026,9,0,9.56265410728583,12.4158045524982,32.9,5.1
3947,16,1,9.48750424031292,12.0977790985393,53.8,10.5
230,0,0,8.73750028659528,9.93521053761958,60.1,17
2796,19,0,9.33356424975486,11.7733792486773,41.9,11.6
1,0,0,7.0051825067375,9.51282796124725,45.8,NA
1,0,0,9.70725449789886,12.8156839121487,NA,NA
225,1,0,NA,NA,NA,NA
4158,3,0,8.84320642879866,9.59814906901357,58.7,13.2
216,0,0,NA,NA,NA,NA
224,0,0,NA,NA,NA,NA
7213,37,0,9.25390815198717,10.9864803686882,32.1,4.4
5,0,0,9.11161286215057,10.2061950354617,NA,NA
8574,46,0,9.59458638752782,11.4894333639193,33.1,4.6
657,3,1,8.88101537779235,10.0346241791996,29.7,11.9
257,0,0,8.60347273115065,11.0304165357751,16.3,0
1,0,0,NA,NA,NA,NA
127,0,0,NA,NA,NA,NA
3288,7,0,8.71909949480103,12.2483960871532,38.4,15.4
1225,1,0,NA,NA,NA,NA
